RPTID	YR	NAME	OPID	OSTREET	OCITY	OCOUNTY	OSTATE	OZIP	HSTREET	HCITY	HCOUNTY	HSTATE	HZIP	STOP	T1M1_1	T1M1_2	T1M1_3	T1M1_4	T1M1_5	T1M1_6	T1M1_7	T1M1T	T1M2_1	T1M2_2	T1M2_3	T1M2_4	T1M2_5	T1M2_6	T1M2_7	T1M2T	G1M1_1	G1M1_2	G1M1_3	G1M1_4	G1M1_5	G1M1_6	G1M1_7	G1M1T	G1M2_1	G1M2_2	G1M2_3	G1M2_4	G1M2_5	G1M2_6	G1M2_7	G1M2T	T2M1_1	T2M1_2	T2M1_3	T2M1_4	T2M1_5	T2M1_6	T2M1T	T2M2_1	T2M2_2	T2M2_3	T2M2_4	T2M2_5	T2M2_6	T2M2T	G2M1_1	G2M1_2	G2M1_3	G2M1_4	G2M1_5	G2M1_6	G2M1T	G2M2_1	G2M2_2	G2M2_3	G2M2_4	G2M2_5	G2M2_6	G2M2T	STOT_1	STOT_2	STOT_3	STOT_4	STOT_5	STOT_6	TOTT	CTC1	CTC2	CGC1	CGC2	CTOF1	CTOF2	CGOF1	CGOF2	CTCD1	CTCD2	CGCD1	CGCD2	CTO1	CTO2	CGO1	CGO2	KNLKT	KNLKG	DTON	DTOFF	DTOUT	DGON	DGOFF	DGOUT	DOR	DOE
20001046	2000	SUPERIOR PIPELINE COMPANY LLC	32007	2 west 6th street ste 260	TULSA		OK	-7-4119						 OK	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/27/01	04/12/01
20001047	2000	MCLEOD GAS GATHERING & PROCESSING CO 	31374	333 TEXAS ST. SUITE 525	SHREVEPORT	CADDO                    	LA	-7-1107	1324 N HEARNE SUITE 300	SHREVEPORT		LA	71101-    	TX LA	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/27/01	04/12/01
20001048	2000	CLARKSDALE PUBLIC UTILITIES	31499	PO BOX 70	CLARKSDALE		MS	38614-    						 MS	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/27/01	05/16/01
20001049	2000	PUGET SOUND ENERGY	22189	"815 MERCER STREET, P.O. B"	SEATTLE	KING	WA	98109-    	PO BOX 90868	BELLEVUE	KING	WA	98009	WA	0	47	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	35	2	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	35	2	0	47	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	03/27/01	04/12/01
20001050	2000	DESOTO PIPELINE CO INC	3925	2810 W FRANK	LUFKIN	ANGELINA	TX	75904-    						 TX	0	89	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	7	82	0	0	0	89	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	11	82	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/27/01	05/16/01
20001051	2000	PROVIDENCE PARTNERS LLC	31411	2810 W. FRANK	LUFKIN	ANGELINA	TX	75904-    						TX	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	10	0	0	0	17	0	27	0	0	0	0	0	0	0	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	26	1	0	0	0	27	0	0	0	0	0	0	0	0	26	8	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/27/01	04/12/01
20001052	2000	K L C ENTERPRISES	10031	P.O. BOX 2768	PIKEVILLE	PIKE	KY	41501						KY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	20	0	0	0	0	0	0	0	0	20	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/27/01	04/12/01
20001053	2000	QUICKSILVER RESOURCES INC	30029	720 S OTSEGO AVE	GAYLORD	OTSEGO	MI	49735						MI IN	8	225	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	92	102	39	0	0	233	0	0	0	0	0	0	0	0	72	29	0	0	0	101	0	0	0	0	0	0	0	0	164	131	39	0	0	334	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/27/01	04/12/01
20001054	2000	OKLAHOMA NATURAL GAS CO	14210	401 NORTH HARVEY	OKLAHOMA CITY	OKLAHOMA	OK	73102-    						OK	0	1143	87	0	0	1	0	1231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	631	266	25	0	1231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	631	266	25	0	1231	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	32	0	0	0	0	0	0	0	03/29/01	04/12/01
20001055	2000	OKTEX PIPELINE CO	30630	401 NORTH HARVEY	OKLAHOMA CITY	OKLAHOMA	OK	73102-    						OK TX	0	23	1	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	12	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	12	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/29/01	04/12/01
20001056	2000	KINHAG DEVELOPMENT CO	10265	PO BOX 155	ALLEN	FLOYD                    	KY	41601						KY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/30/01	04/12/01
20001057	2000	RICHARDSON FUELS INC	17325	"201 MAIN STREET, #300"	FORT WORTH		TX	76102-    						 TX	0	17	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/30/01	05/16/01
20001058	2000	RICHARDSON FUELS INC	17325	201 MAIN ST SUITE 3000	FORT WORTH	TARRANT	TX	76102						TX	0	31	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/30/01	04/12/01
20001059	2000	"RICHARDSON, SID CARBON & GAS CO"	17321	201 MAIN STREET	FORT WORTH	TARRANT	TX	76102						 NM	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/30/01	04/12/01
20001060	2000	ALERT OIL & GAS CO INC	250	P.O. BOX 3456	PIKEVILLE	PIKE	KY	41502						KY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	25	0	0	0	0	0	0	0	0	25	0	0	0	0	25	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	03/30/01	04/11/01
20001062	2000	"SUMAS COGENERATION CO., L.P."	849	"601 W FRONT ST,PO BOX 220"	SUMAS	WHATCOM	WA	98295	335 PARKPLACE SUITE 110	KIRKLAND		WA	98033	WA	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/30/01	04/11/01
20001063	2000	MARATHON OIL CO - ALASKA	12125	3201 C STREET SUITE 800/P	ANCHORAGE		AK	99503						AK	0	16	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	16	0	0	16	0	0	0	0	0	0	0	0	0	4	22	0	0	26	0	0	0	0	0	0	0	0	0	4	38	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/10/01	04/12/01
20001064	2000	OREGON STEEL MILLS 	31390	14400 N RIVERGATE	PORTLAND	MULTNOMAH	OR	97208-    						OR	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/05/01	04/12/01
20001065	2000	WARNER ROBINS GAS SYSTEM	22154	PO BOX 1488	WARNER ROBINS	HOUSTON	GA	31099-    							0	25	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/05/01	04/12/01
20001066	2000	PHOENIX PIPELINE CO	15920	18720 CHARLOISE ROAD	FOLEY	BALDWIN	AL	36565	301 COMMERCE 3400 CITY CE	FT. WORTH	TARRANT	TX	76102	AL	0	12	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/09/01	04/12/01
20001067	2000	"WARREN GAS DEPT, CITY OF"	22168	120 E BRIDGE AVE.	WARREN	MARSHALL	MN	56762						MN	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/02/01	04/12/01
20001069	2000	SABINE PIPELINE CO	18012	P.O. BOX 4781	HOUSTON	HARRIS	TX	77210						TX LA	0	174	0	0	0	0	0	174	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	87	0	174	0	0	3	12	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	99	87	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/04/01	04/12/01
20001071	2000	PUBLIC SERVICE ELECTRIC & GAS CO	15952	"80 PARK PLAZA, PO BOX 570"	NEWARK	ESSEX	NJ	07102-    						NJ	0	73	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	43	8	12	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	43	8	12	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/03/01	04/12/01
20001072	2000	INTERSTATE POWER CO	8170	222 W. WASHINGTON AVE PO 	MADISON	DANE COUNTY	WI	53701-    						 IL	0	87	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	34	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	34	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/04/01	04/12/01
20001073	2000	"I E S UTILITIES, INC."	8280	222 W WASHINGTON AVENUE	MADISON	DANE	WI	53701-    	BOX 351	CEDAR RAPIDS	LINN	IA	52406	IA	0	132	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	46	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	46	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/04/01	04/12/01
20001074	2000	WISCONSIN POWER & LIGHT CO	22784	222 W WASHINGTON AVENUE	MADISON	DANE	WI	53701-    						WI	0	36	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	20	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	20	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/04/01	04/12/01
20001076	2000	SAMEDAN OIL CORP	18091	"350 GLENBOROUGH, SUITE 24"	HOUSTON	HARRIS	TX	77067	P. O. BOX 909	ARDMORE		OK	73402	LA TX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	10	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/17/01	05/03/01
20001077	2000	VALERO REFINING CO	26112	1301 LOOP 197 SOUTH	TEXAS CITY	GALVESTON	TX	77590-    	PO BOX 500	SAN ANTONIO		TX	78292-    	TX	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/17/01	04/26/01
20001078	2000	UNOCAL PIPELINE COMPANY	20035	4023 AMBASSADOR CAFFERY P	LAFAYETTE		LA	-7-0503						LA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	30	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	5	0	30	0	0	0	7	0	0	7	0	0	0	32	5	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/17/01	04/26/01
20001079	2000	KEYSPAN ENERGY-WEST	1800	ONE METROTECH CENTER	BROOKLYN	KINGS	NY	11201						NY	0	79	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	29	24	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	29	24	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/17/01	04/26/01
20001080	2000	UCAR PIPELINE INCORPORATED	19892	PO BOX 186	PORT LAVACA	CALHOUN	TX	77979						 TX	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/17/01	04/26/01
20001081	2000	CONOCO INC (AKA CONOCO PIPE LINE)	13131	7 MILES SW ON US 67	MERTZON		TX	76941-    	"PO BOX 2197, HU 3000"	HOUSTON		TX	77252-    	TX	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/17/01	04/26/01
20001082	2000	PHOENIX HYDROCARBONS OPERATING CORP	905	1252 FM 1413	DAYTON		TX	77535-    	PO BOX 3638	MIDLAND		TX	79702-    	 TX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/17/01	05/03/01
20001083	2000	J CLEO THOMPSON	1042	117 AVENUE H	OZONA	CROCKETT	TX	76943	"325 N. ST PAUL, SUITE 450"	DALLAS	DALLAS	TX	75201	TX	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	3	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/17/01	04/26/01
20001084	2000	OZONA RESIDUE SYSTEM CO 	31381	"325 N ST PAUL, SUITE 4300"	DALLAS	DALLAS	TX	75201-    						TX	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/17/01	04/26/01
20001085	2000	WILLIAMS GAS PIPELINE - TRANSCO	19570	P.O. BOX 1396	HOUSTON	HARRIS	TX	77251						 NC	0	104	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/26/01	04/26/01
20001086	2000	UNITED STATES GYPSUM CO	20236	2844 JUDGE ROAD	OAKFIELD	GENESEE	NY	14125-    	125 SOUTH FRANKLING STREE	CHICAGO	COOK	IL	60606	 NY	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/22/01	04/26/01
20001087	2000	ENRON OIL & GAS CO	4461	"539 N. CARANCHAUA, SUITE "	CORPUS CHRISTI	NUECES	TX	78401						TX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	4	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	4	0	4	0	0	0	0	4	0	5	3	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/17/01	05/03/01
20001088	2000	BROWNRAT PIPELINE CO LLC	31503	PO BOX 2287	MADISON		MS	39130-    						 MS	0	26	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/02/01	05/03/01
20001089	2000	"ARLINGTON GAS PIPELINE CO, LP"	660	PO BOX 2287	MADISON	MADISON	MS	39130-    				MS		MS	0	12	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/02/01	04/26/01
20001090	2000	ENERGY DEVELOPMENT CORP	938	"350 GLENBOROUGH, STE. 240"	HOUSTON	HARRIS	TX	77067	P.O. BOX 909	ARDMORE		OK	73402	TX LA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	7	0	0	0	29	0	0	0	0	0	0	0	0	22	7	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/17/01	05/03/01
20001091	2000	INTERNATIONAL PAPER CO - NGPL	30004	PO BOX 870	TEXARKANA	CASS	TX	75504-    	6400 POPLAR AVE	MEMPHIS		TN	38197	 TX	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/17/01	05/03/01
20001092	2000	NORTENO PIPELINE COMPANY	30908	4700 POLLARD STREET	EL PASO	EL PASO	TX	79930	"504 LAVACA, SUITE 800"	AUSTIN		TX	78701	 TX	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/17/01	04/26/01
20001093	2000	SOUTHERN TRANSMISSION COMPANY	30575	504 LAVACA SUITE 800	AUSTIN		TX	78701						TX	65	103	0	0	0	3	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	136	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	136	0	0	0	171	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	04/17/01	04/26/01
20001094	2000	"SAN ANTONIO, CITY PUBLIC SERVICE BOARD OF"	18104	145 NAVARRO PO BOX 1771	SAN ANTONIO	BEXAR	TX	78296						 TX	0	88	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	36	47	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	36	47	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/17/01	04/26/01
20001095	2000	SEAGULL ENERGY CORP	18190	3861 AMBASSADOR CAFFERY 	LAFAYETTE		LA	70503-    						TX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	6	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	6	0	0	8	0	0	0	8	0	3	11	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/17/01	04/26/01
20001096	2000	LOUISIANA WESTERN GAS GATHERING CO INC 	31373	"333 TEXAS STREET, SUITE 5"	SHREVEPORT	CADDO                    	LA	-7-1107	333 TEXAS STREET SUITE 5	SHREVEPORT	CADDO	LA	71101-    	TX	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	8	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	04/17/01	04/26/01
20001097	2000	"GAS SOLUTIONS, LTD "	31256	2100 SINCLIAR ROAD	LONGVIEW	GREGG	TX	75604	2100 SINCLIAR ROAD	LONGVIEW	GREGG	TX	75604	TX	17	31	0	0	0	9	42	99	0	0	0	0	0	0	0	0	48	35	0	0	0	22	49	154	0	0	0	0	0	0	0	0	0	92	7	0	0	0	99	0	0	0	0	0	0	0	0	48	88	18	0	0	154	0	0	0	0	0	0	0	0	140	95	18	0	0	253	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/17/01	04/26/01
20001099	2000	"PINNACLE GAS TREATING, INC."	31165	12200 N PECOS ST	DENVER	ADAMS	CO	80234						TX	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/17/01	05/03/01
